id,name,url,description,tier,dateadded,datelastmodified,author,reason
1,wikipedia,https://www.wikipedia.org/,The free encyclopedia,1,2025-10-29T14:48:34+00:00,2025-10-29T14:48:34+00:00,theg1nza,
